code,gu,dong,older,disableratio,fireratio,bankratio,seniorcenterratio,movinginrartio,movingoutratio
마포구신수동,마포구,신수동,495,0.034761883,0.00022485,8.99402E-05,0.000359761,0.141385978,0.209830463
마포구서교동,마포구,서교동,600,0.027499915,0.001525889,0.000915534,0.000271269,0.23386796,0.226679326
마포구합정동,마포구,합정동,487,0.032759039,0.000679447,0.000145596,0.000388255,0.179907789,0.202717787
마포구망원1동,마포구,망원1동,596,0.039903807,0.000203799,8.15195E-05,0.000326078,0.163691204,0.180891824
마포구망원2동,마포구,망원2동,443,0.039859485,0.000468384,0.000140515,0.000374707,0.136861827,0.160468384
마포구연남동,마포구,연남동,497,0.033561034,0.000693001,4.95E-05,0.000396,0.181764182,0.195822196
마포구성산1동,마포구,성산1동,454,0.035841288,0.000327531,0.000140371,0.000374322,0.178504585,0.173123713
마포구성산2동,마포구,성산2동,938,0.048029286,0.000317267,7.32154E-05,0.000195241,0.113752288,0.132690665
마포구상암동,마포구,상암동,376,0.038253317,0.000594919,0.000356952,0.000237968,0.124070438,0.13055506
마포구도화동,마포구,도화동,601,0.03540569,0.000421496,0.000379347,0.000337197,0.132771338,0.146132771
마포구서강동,마포구,서강동,465,0.027873204,0.000507495,0.000156152,0.000312305,0.16509213,0.184845409
마포구공덕동,마포구,공덕동,1182,0.042947924,0.000457752,0.000350046,0.000215413,0.154235554,0.16115569
마포구아현동,마포구,아현동,540,0.036977988,0.000411438,0.000411438,0.000411438,0.139220325,0.152797778
양천구목1동,양천구,목1동,331,0.021788715,0.00045018,0.000480192,0.00045018,0.121638655,0.130762305
양천구목2동,양천구,목2동,575,0.031921885,0.000438144,6.25919E-05,0.000438144,0.1582637,0.161236817
양천구목3동,양천구,목3동,572,0.03960396,0.00038743,0.000172191,0.000344382,0.159448988,0.171631511
양천구목4동,양천구,목4동,414,0.031638968,0.000451985,0.000104304,0.000312913,0.141784299,0.150128642
양천구신월1동,양천구,신월1동,599,0.05105704,0.000319107,0.000159553,0.000199442,0.140845632,0.154567212
양천구신월2동,양천구,신월2동,398,0.046035806,0.000331534,9.47239E-05,0.000473619,0.163588141,0.146111585
양천구신월3동,양천구,신월3동,548,0.051850617,0.000611315,5.55741E-05,0.00027787,0.159997777,0.201789485
양천구신월4동,양천구,신월4동,337,0.044071844,0.000467193,5.19103E-05,0.000622924,0.140884551,0.152097176
양천구신월5동,양천구,신월5동,318,0.045671022,0.000549518,6.10575E-05,0.000366345,0.154658688,0.151544755
양천구신월6동,양천구,신월6동,312,0.044662727,0.0003837,0.00015348,0.000613921,0.126083954,0.16023329
양천구신월7동,양천구,신월7동,541,0.044268148,0.000634669,7.93336E-05,0.000317334,0.116184054,0.139071797
양천구신정1동,양천구,신정1동,294,0.024776862,0.00014632,0.00029264,0.000243867,0.101838755,0.188606545
양천구신정2동,양천구,신정2동,357,0.035079968,0.000485995,8.83626E-05,0.00066272,0.111602015,0.129274543
양천구신정3동,양천구,신정3동,1018,0.04081283,0.000411212,8.56692E-05,0.000496882,0.12310671,0.122318553
양천구신정6동,양천구,신정6동,266,0.019804536,0.0001844,0.00029504,0.00025816,0.113737784,0.130075604
양천구신정7동,양천구,신정7동,714,0.041759432,0.000361033,0.00015043,0.000391119,0.107377099,0.11847885
양천구목5동,양천구,목5동,521,0.017077384,0.000174928,0.000306125,0.000306125,0.10519756,0.114031443
양천구신정4동,양천구,신정4동,746,0.044126638,0.000797469,0.000212658,0.000239241,0.150828039,0.157447035
강서구염창동,강서구,염창동,453,0.028598197,0.000351329,0.00011711,0.000772924,0.114978335,0.121911231
강서구등촌1동,강서구,등촌1동,486,0.033911741,0.00035233,0.000176165,0.000748701,0.190081917,0.177089756
강서구등촌2동,강서구,등촌2동,309,0.032263863,0.000269614,8.98715E-05,0.000404422,0.135256583,0.152556844
강서구등촌3동,강서구,등촌3동,1236,0.098103545,0.000400096,0.000213385,0.000453442,0.110773252,0.121282441
강서구화곡본동,강서구,화곡본동,605,0.039317948,0.000459385,5.40453E-05,0.000189159,0.167540399,0.173863698
강서구화곡2동,강서구,화곡2동,350,0.039155898,0.000387203,0,0.000145201,0.162189633,0.171724505
강서구화곡3동,강서구,화곡3동,391,0.035858544,0.000288517,0.00012365,0.000206084,0.150647102,0.156046492
강서구화곡4동,강서구,화곡4동,493,0.040333262,0.000555437,0.000128178,0.000170904,0.145054476,0.148045289
강서구화곡6동,강서구,화곡6동,439,0.039102413,0.000943174,0.000235793,0.000314391,0.164230134,0.162697477
강서구화곡8동,강서구,화곡8동,515,0.038098328,0.000360438,0.000108131,0.000180219,0.161151961,0.172685986
강서구가양1동,강서구,가양1동,256,0.031582511,0.000435287,9.67305E-05,0.000677114,0.128941768,0.147707487
강서구가양2동,강서구,가양2동,716,0.127511549,0.000500918,0.000166973,0.000333946,0.11754884,0.132298102
강서구가양3동,강서구,가양3동,622,0.087016501,0.000159177,0,0.000424471,0.127606516,0.159335703
강서구발산1동,강서구,발산1동,463,0.039497415,0.000691355,0.000240471,0.000300589,0.138511483,0.147378863
강서구공항동,강서구,공항동,618,0.043842826,0.000802819,0.00044601,0.000267606,0.152446367,0.163596628
강서구방화1동,강서구,방화1동,616,0.040731825,0.000513561,0.00012839,0.000577756,0.144439095,0.153586904
강서구방화2동,강서구,방화2동,3146,0.0592899,0.001149029,0.000153204,0.000459612,0.143437129,0.151135624
강서구방화3동,강서구,방화3동,841,0.071654718,0.000327523,7.27829E-05,0.000618654,0.12886204,0.145347356
강서구화곡1동,강서구,화곡1동,901,0.040627268,0.000573022,5.73022E-05,0.000152806,0.162585476,0.167035948
강서구우장산동,강서구,우장산동,535,0.030290102,0.000301144,0.000225858,0.000200763,0.1374473,0.148163019
구로구신도림동,구로구,신도림동,425,0.027515764,0.000286623,0.000208453,0.000208453,0.118922299,0.126973787
구로구구로1동,구로구,구로1동,274,0.025128645,0.000428816,8.57633E-05,0.000343053,0.111535163,0.12890223
구로구구로3동,구로구,구로3동,2237,0.032610198,0.000656349,0.000829073,0.000276358,0.198908387,0.202846483
구로구구로4동,구로구,구로4동,769,0.042964907,0.000754346,0.000163988,0.000262381,0.138373237,0.151820269
구로구구로5동,구로구,구로5동,3115,0.033138678,0.000368523,0.000170087,0.000226783,0.147919265,0.150357183
구로구고척1동,구로구,고척1동,521,0.043283466,0.000545426,0.000116877,0.000311672,0.107332087,0.127201184
구로구고척2동,구로구,고척2동,672,0.042255306,0.00050681,6.33513E-05,0.000253405,0.124992081,0.131897371
구로구개봉2동,구로구,개봉2동,571,0.038112316,0.000370022,8.53898E-05,0.000227706,0.12811317,0.135058207
구로구개봉3동,구로구,개봉3동,307,0.040948371,0.000221582,8.86328E-05,0.000354531,0.142167073,0.132328828
구로구오류1동,구로구,오류1동,628,0.047548429,0.000463435,0.000231717,0.000370748,0.159328946,0.158541107
구로구오류2동,구로구,오류2동,659,0.045236581,0.000440378,2.44654E-05,0.000195723,0.136296912,0.104932231
구로구수궁동,구로구,수궁동,560,0.045921706,0.000384926,3.84926E-05,0.000307941,0.131105893,0.144000924
구로구가리봉동,구로구,가리봉동,692,0.042094405,0.00058942,4.91183E-05,0.000392947,0.079424333,0.120045189
구로구구로2동,구로구,구로2동,1027,0.04047601,0.00068218,0.000303191,0.000202127,0.103716617,0.126506481
구로구개봉1동,구로구,개봉1동,789,0.043758451,0.000345234,8.63086E-05,0.000230156,0.117839984,0.134698927
금천구가산동,금천구,가산동,588,0.034893937,0.001045981,0.001422535,0.000334714,0.162461822,0.169030584
금천구독산1동,금천구,독산1동,693,0.047948091,0.000814584,0.000196624,0.000449426,0.168506503,0.170051403
금천구독산2동,금천구,독산2동,561,0.039293139,0.00033264,0.00012474,0.00012474,0.127234927,0.150602911
금천구독산3동,금천구,독산3동,744,0.040249433,0.00085034,9.44822E-05,0.00015747,0.116402116,0.133282943
금천구독산4동,금천구,독산4동,399,0.037700653,0.000490894,9.81788E-05,0.000245447,0.140493839,0.14928084
금천구시흥1동,금천구,시흥1동,967,0.041812119,0.00067733,0.000260512,0.000260512,0.172276351,0.130985255
금천구시흥2동,금천구,시흥2동,434,0.046479376,0.000356619,7.92487E-05,0.000396244,0.114989896,0.125133732
금천구시흥3동,금천구,시흥3동,339,0.048358162,0.000857967,0.000389985,0.000311988,0.12869511,0.131892988
금천구시흥4동,금천구,시흥4동,547,0.042062747,0.000244788,4.0798E-05,0.000285586,0.1250051,0.140916323
금천구시흥5동,금천구,시흥5동,776,0.051817126,0.00053933,4.14869E-05,0.000290408,0.120768337,0.145121142
영등포구여의도동,영등포구,여의도동,726,#VALUE!,0.000756606,0.002357118,0.000232802,0.11317076,0.125509254
영등포구당산1동,영등포구,당산1동,567,#VALUE!,0.000658948,0.000282406,0.000658948,0.171326367,0.200178857
영등포구당산2동,영등포구,당산2동,503,#VALUE!,0.000522694,0.000232308,0.000580771,0.159711938,0.169614078
영등포구양평1동,영등포구,양평1동,407,#VALUE!,0.000623018,0.000169914,0.000906208,0.164476665,0.174048482
영등포구양평2동,영등포구,양평2동,333,#VALUE!,0.000621835,0.00013325,0.000710669,0.142933286,0.15261615
영등포구신길1동,영등포구,신길1동,710,#VALUE!,0.000587914,8.39877E-05,0.000335951,0.135346239,0.155503297
영등포구신길3동,영등포구,신길3동,497,#VALUE!,0.000449792,0.00028112,0.000449792,0.104689081,0.152985494
영등포구신길4동,영등포구,신길4동,453,#VALUE!,0.000501936,7.17051E-05,0.000358526,0.102466657,0.127778575
영등포구신길5동,영등포구,신길5동,510,#VALUE!,0.000253447,0,0.000304136,0.108424574,0.141980941
영등포구신길6동,영등포구,신길6동,635,#VALUE!,0.000524384,8.06744E-05,0.000484047,0.126618531,0.157395829
영등포구신길7동,영등포구,신길7동,278,#VALUE!,0.000567322,6.30358E-05,0.000315179,0.191124559,0.236762481
영등포구대림1동,영등포구,대림1동,503,#VALUE!,0.00030003,0.00020002,0.000250025,0.112261226,0.141614161
영등포구대림2동,영등포구,대림2동,592,#VALUE!,0.000472125,7.86875E-05,0.00031475,0.096274147,0.125742613
영등포구대림3동,영등포구,대림3동,550,#VALUE!,0.000690066,0.000219567,0.000345033,0.117060318,0.144882532
영등포구영등포본동,영등포구,영등포본동,682,#VALUE!,0.000428204,0,0.000321153,0.130994862,0.148408507
영등포구영등포동,영등포구,영등포동,920,#VALUE!,0.001778761,0.000961492,0.001009567,0.195182924,0.17398202
영등포구도림동,영등포구,도림동,540,#VALUE!,0.000183142,4.57854E-05,0.000366284,0.141293897,0.154434321
영등포구문래동,영등포구,문래동,621,#VALUE!,0.000610538,0.000335796,0.000854753,0.134532023,0.145338543
동작구노량진2동,동작구,노량진2동,536,0.041624244,0.000958256,0.000239564,0.000119782,0.150805534,0.182308199
동작구상도1동,동작구,상도1동,813,0.03491904,0.000548108,0.000159865,0.000411081,0.224473017,0.152328317
동작구상도2동,동작구,상도2동,236,0.038197621,0.000800549,0.000152486,0.000457457,0.168305886,0.180466606
동작구상도3동,동작구,상도3동,451,0.045227136,0.000440264,0.000120072,0.00020012,0.15085051,0.161576946
동작구상도4동,동작구,상도4동,663,0.043705305,0.000365874,3.32613E-05,0.000166306,0.136437718,0.145684351
동작구사당1동,동작구,사당1동,487,0.033249867,0.000328394,0.000369443,0.000164197,0.197446739,0.197816182
동작구사당3동,동작구,사당3동,517,0.031823003,0.000189423,0.000113654,0.000378845,0.165669041,0.15445522
동작구사당4동,동작구,사당4동,355,0.038231469,0.000520156,0,0.000390117,0.184720416,0.192652796
동작구사당5동,동작구,사당5동,378,0.036318217,0.00038432,0,0.00038432,0.162631309,0.188380733
동작구대방동,동작구,대방동,814,0.040299056,0.000441231,0.000147077,0.000392205,0.148204437,0.151930384
동작구신대방1동,동작구,신대방1동,497,0.030106115,0.00034565,0.00013826,0.000380215,0.116864263,0.132211123
동작구신대방2동,동작구,신대방2동,417,0.036162568,0.000699921,0.000373291,0.000233307,0.181699407,0.184219122
동작구흑석동,동작구,흑석동,1084,0.037993047,0.000383215,0.00021898,0.000355843,0.163933977,0.125475597
동작구노량진1동,동작구,노량진1동,1325,0.038334095,0.000914077,0.000171389,0.000542733,0.167990174,0.164305302
동작구사당2동,동작구,사당2동,402,0.031148087,0.000332779,6.65557E-05,0.000366057,0.142196339,0.156439268
관악구보라매동,관악구,보라매동,693,#VALUE!,0.000987829,0.000141118,0.000105839,0.139354383,0.157382254
관악구청림동,관악구,청림동,463,#VALUE!,0.000520592,5.78436E-05,0.000347062,0.145245257,0.173472929
관악구행운동,관악구,행운동,742,#VALUE!,0.000659326,0.000164832,0.000197798,0.198358278,0.208182238
관악구낙성대동,관악구,낙성대동,410,#VALUE!,0.000545643,0.000218257,0.000327386,0.239537295,0.247012604
관악구중앙동,관악구,중앙동,454,#VALUE!,0.001243537,0.000196348,0.000261797,0.20570718,0.214411938
관악구인헌동,관악구,인헌동,537,#VALUE!,0.000729952,0.000139039,0.000173798,0.169731308,0.177586986
관악구남현동,관악구,남현동,346,#VALUE!,0.000598868,0,0.000163328,0.215265679,0.215374564
관악구서원동,관악구,서원동,474,#VALUE!,0.00078273,0.000123589,0.000205982,0.213149872,0.23333608
관악구신원동,관악구,신원동,581,#VALUE!,0.000585823,4.88186E-05,0.000292912,0.166715485,0.184338996
관악구서림동,관악구,서림동,532,#VALUE!,0.000401349,4.01349E-05,0.000120405,0.221263445,0.231899181
관악구신사동,관악구,신사동,607,#VALUE!,0.000711184,3.74308E-05,0.000112292,0.172817787,0.184421321
관악구신림동,관악구,신림동,378,#VALUE!,0.001231266,0.000212287,0.00016983,0.257886469,0.248036344
관악구난향동,관악구,난향동,409,#VALUE!,0.000614559,0.000111738,0.000502821,0.122073859,0.140454774
관악구조원동,관악구,조원동,498,#VALUE!,0.001164911,0.000101297,0.000202593,0.177420989,0.185018233
관악구대학동,관악구,대학동,424,#VALUE!,0.000830634,0.000456849,0.000166127,0.238391893,0.23266052
관악구은천동,관악구,은천동,771,#VALUE!,0.000781566,0,0.000269505,0.138983964,0.150249293
관악구성현동,관악구,성현동,800,#VALUE!,0.000342828,0,0.00028569,0.119961146,0.129188927
관악구청룡동,관악구,청룡동,845,#VALUE!,0.001336782,0.000203423,0.000232484,0.207026823,0.221469879
관악구난곡동,관악구,난곡동,860,#VALUE!,0.000544174,6.40205E-05,0.000256082,0.117285531,0.134763124
관악구삼성동,관악구,삼성동,1065,#VALUE!,0.000706809,0,0.000370233,0.100972704,0.117027364
관악구미성동,관악구,미성동,736,#VALUE!,0.000663283,0.000115354,0.000259546,0.128417349,0.137241896
서초구서초1동,서초구,서초1동,371,0.021888137,0.00050265,0.000776823,0.000365564,0.189225005,0.19393164
서초구서초2동,서초구,서초2동,310,0.019467687,0.000462515,0.001135265,0.000336375,0.152461842,0.162805365
서초구서초3동,서초구,서초3동,565,0.022646465,0.000960953,0.00144143,0.000256254,0.164323008,0.177680259
서초구서초4동,서초구,서초4동,362,0.015382124,0.000485751,0.000647668,0.000259067,0.129792746,0.143005181
서초구잠원동,서초구,잠원동,617,0.019147399,0.000528012,0.000333482,0.000222321,0.139061805,0.18541574
서초구반포본동,서초구,반포본동,200,0.017637588,0.00029274,0.000512295,0.00058548,0.140881148,0.137807377
서초구반포1동,서초구,반포1동,518,0.01885308,0.000407949,0.000349671,0.000233114,0.179934728,0.175592983
서초구반포2동,서초구,반포2동,256,0.016613564,0.000182066,0.000455166,0.000364133,0.135821575,0.176012745
서초구반포3동,서초구,반포3동,391,0.018482172,0.000327118,0.000327118,0.000327118,0.133177952,0.145853778
서초구반포4동,서초구,반포4동,295,0.018720153,0.000429799,0.001002865,0.000382044,0.141977077,0.160649475
서초구방배본동,서초구,방배본동,349,0.023144418,0.000537201,0.000358134,0.000358134,0.152833736,0.162727191
서초구방배1동,서초구,방배1동,301,0.028194948,0.000517866,0.000287704,0.000460326,0.184935842,0.18476322
서초구방배2동,서초구,방배2동,527,0.034506284,0.000359066,7.18133E-05,0.000287253,0.167217235,0.173716338
서초구방배3동,서초구,방배3동,485,0.024725169,0.000231437,0.000192864,0.000308582,0.143722276,0.164050145
서초구방배4동,서초구,방배4동,450,0.02589961,0.0002674,0.0006112,0.0003056,0.17552907,0.184315074
서초구양재1동,서초구,양재1동,604,0.043500031,0.000594605,0.00037554,0.00025036,0.284784378,0.138542905
서초구양재2동,서초구,양재2동,410,0.030360044,0.001154537,0.000641409,0.000342085,0.181989224,0.2008039
서초구내곡동,서초구,내곡동,235,0.068760611,0.002546689,0,0.001358234,0.143293718,0.174533107
강남구신사동,강남구,신사동,361,0.020437309,0.001083424,0.000837191,0.000246233,0.153304442,0.178912637
강남구논현1동,강남구,논현1동,443,0.025965255,0.001313272,0.000637875,0.000225132,0.223293685,0.258301752
강남구논현2동,강남구,논현2동,354,0.02449466,0.001588843,0.00136817,0.000308942,0.195824874,0.231353164
강남구삼성1동,강남구,삼성1동,225,0.022668314,0.001667696,0.002347128,0.000370599,0.161334157,0.173255096
강남구삼성2동,강남구,삼성2동,421,0.020476147,0.00042786,0.000672351,0.000397298,0.183918584,0.197579536
강남구대치1동,강남구,대치1동,146,0.012134155,0.000194146,0.000922196,0.00043683,0.13459205,0.156967432
강남구대치4동,강남구,대치4동,298,0.019090298,0.000717006,0.000985884,0.000179252,0.239256106,0.25319292
강남구역삼1동,강남구,역삼1동,533,0.022766204,0.001934022,0.001823507,0.000193402,0.255567221,0.269105377
강남구역삼2동,강남구,역삼2동,451,0.019926719,0.000535513,0.000591883,0.000366404,0.201014656,0.197688839
강남구도곡1동,강남구,도곡1동,342,0.01967099,0.00017408,0.000565759,0.000391679,0.145399948,0.160370789
강남구도곡2동,강남구,도곡2동,409,0.014493596,0.000174272,0.000697087,0.000203317,0.137819861,0.147782393
강남구개포1동,강남구,개포1동,541,0.02933242,0.000171284,0.000128463,0.000299747,0.135186057,0.151029846
강남구개포4동,강남구,개포4동,358,0.027995146,0.00066954,0.000209231,0.000251078,0.145917898,0.166924719
강남구일원본동,강남구,일원본동,300,0.025161568,0.000301594,0.000258509,0.000430849,0.123481258,0.133649289
강남구일원1동,강남구,일원1동,493,0.058404558,0.000422074,0.000158278,0.000211037,0.1334283,0.142713939
강남구일원2동,강남구,일원2동,455,0.061419946,0.000104102,0.000208203,0.000468457,0.122215282,0.147564022
강남구수서동,강남구,수서동,785,0.121858475,0.000118828,0.000237657,0.000534728,0.116451785,0.146990672
강남구세곡동,강남구,세곡동,252,0.052361111,0.000833333,0,0.000833333,0.376041667,0.100972222
강남구압구정동,강남구,압구정동,619,0.017516031,0.000911239,0.001248734,0.000202497,0.125548431,0.133108336
강남구청담동,강남구,청담동,463,0.021169513,0.000817842,0.000660564,0.000408921,0.173225127,0.168538266
강남구대치2동,강남구,대치2동,431,0.017363925,0.000347278,0.000648253,0.000254671,0.139930081,0.153751765
강남구개포2동,강남구,개포2동,471,0.023172091,0.000371439,0.000200006,0.000314295,0.151261465,0.16826195
송파구풍납1동,송파구,풍납1동,457,0.039000701,0.000450586,0,0.000300391,0.124862321,0.145739461
송파구풍납2동,송파구,풍납2동,119,0.03080018,0.000485588,0.000173424,0.000416219,0.136172869,0.14824321
송파구거여1동,송파구,거여1동,294,0.039355882,0.000808257,0,0.000435215,0.151268341,0.156180055
송파구거여2동,송파구,거여2동,704,0.045470518,0.000351395,0.000140558,0.000491953,0.124112728,0.148956357
송파구마천1동,송파구,마천1동,623,0.049193022,0.000366808,4.07564E-05,0.000407564,0.130909684,0.137634496
송파구마천2동,송파구,마천2동,582,0.050603053,0.000400552,8.90115E-05,0.00031154,0.127998576,0.15652677
송파구방이1동,송파구,방이1동,231,0.027947998,0.000515434,0.000114541,0.000286352,0.149819598,0.150678655
송파구방이2동,송파구,방이2동,468,0.033585223,0.00068697,0.000267155,7.63301E-05,0.193458515,0.199145103
송파구오륜동,송파구,오륜동,203,0.017407081,0.000343238,0.000441306,0.000147102,0.110571737,0.121555359
송파구오금동,송파구,오금동,726,0.032596072,0.000412935,0.000180659,0.000361318,0.131494051,0.142023899
송파구송파1동,송파구,송파1동,463,0.026511211,0.000430493,0.000251121,0.000143498,0.198242152,0.197704036
송파구송파2동,송파구,송파2동,330,0.02629628,0.000305264,0.000174436,0.000305264,0.223409359,0.131263355
송파구석촌동,송파구,석촌동,550,0.031031614,0.000748752,0.000305047,8.31947E-05,0.200332779,0.200027732
송파구삼전동,송파구,삼전동,529,0.028799819,0.00045354,0.000198424,0.000113385,0.183768921,0.19482397
송파구가락본동,송파구,가락본동,484,0.027289408,0.0006005,0.000400334,0.00030025,0.164570475,0.170542118
송파구가락1동,송파구,가락1동,199,0.038537399,0.002579275,0.000455166,0.000606888,0.207100592,1.573054165
송파구가락2동,송파구,가락2동,419,0.025920309,0.000303323,0.000248173,0.000275748,0.136136771,0.144795257
송파구문정1동,송파구,문정1동,319,0.027866907,0.000351633,0.000263725,0.000307679,0.165267461,0.17295943
송파구문정2동,송파구,문정2동,293,0.023378251,0.000188029,0.000564086,0.000250705,0.108179254,0.120526481
송파구장지동,송파구,장지동,592,0.041769629,0.000504849,7.9713E-05,0.000451707,0.163358576,0.173349276
송파구잠실본동,송파구,잠실본동,550,0.028766424,0.00070162,0.000446486,0.000191351,0.187810945,0.189915806
송파구잠실4동,송파구,잠실4동,361,0.022627019,0.00012694,0.000317349,0.00025388,0.153724096,0.172066897
송파구잠실6동,송파구,잠실6동,523,0.021454796,0.000458926,0.000917852,0.000172097,0.130564479,0.145422212
송파구잠실7동,송파구,잠실7동,453,0.019547897,9.26441E-05,0.00046322,0.000185288,0.098202705,0.102556976
송파구잠실2동,송파구,잠실2동,256,0.017250209,5.39069E-05,0.000269535,5.39069E-05,0.176167758,0.188323765
송파구잠실3동,송파구,잠실3동,199,0.020888913,0.000160068,0.000293459,8.00341E-05,0.144301569,0.155933198
강동구강일동,강동구,강일동,329,0.044523213,0.000374629,0.00011527,0.000345811,0.09973776,0.090343218
강동구상일동,강동구,상일동,412,0.035504443,0.000322442,7.16538E-05,0.000286615,0.142340212,0.153303239
강동구명일1동,강동구,명일1동,467,0.029432302,0.00027931,0.00027931,0.000244396,0.142657636,0.15438866
강동구명일2동,강동구,명일2동,201,0.025912715,0.000262274,0.000419639,0.000419639,0.139425094,0.131819136
강동구고덕1동,강동구,고덕1동,330,0.032748605,0.000512587,0,0.000398679,0.140391844,0.470440825
강동구고덕2동,강동구,고덕2동,423,0.050817596,0.000495513,0.000110114,0.000165171,0.160105709,0.176622805
강동구암사2동,강동구,암사2동,824,0.03000605,0.000362976,0.000181488,0.000665457,0.163036903,0.16291591
강동구암사3동,강동구,암사3동,232,0.029974323,0.000576429,0.000209611,0.000209611,0.150919667,0.163129487
강동구천호1동,강동구,천호1동,194,0.042826352,0.000374848,6.24746E-05,0.000218661,0.16140318,0.170149627
강동구천호3동,강동구,천호3동,692,0.049610679,0.001075269,0.000111235,0.000185391,0.164516129,0.182795699
강동구성내1동,강동구,성내1동,1023,0.029185487,0.000744528,0.000347446,0.000446717,0.141658808,0.163399017
강동구성내2동,강동구,성내2동,760,0.042375377,0.000515426,0.000147265,0.000404978,0.179441867,0.187946396
강동구성내3동,강동구,성내3동,255,0.034734418,0.000741521,0.000234165,0.00015611,0.171837802,0.177809
강동구둔촌1동,강동구,둔촌1동,665,0.022460263,0.000493632,9.87264E-05,0.000394906,0.140635798,0.150557804
강동구둔촌2동,강동구,둔촌2동,453,0.03382229,0.000438375,0.000236048,0.000168606,0.137447311,0.147867139
강동구암사1동,강동구,암사1동,821,0.041057282,0.000380865,0.000101564,7.61731E-05,0.154859842,0.161842373
강동구천호2동,강동구,천호2동,186,0.04799896,0.000753638,0.000181913,0.000337838,0.154885655,0.16281185
강동구길동,강동구,길동,508,0.037951033,0.000720097,0.000175159,0.000291931,0.143493831,0.154509361
